Cause,Deaths,Year,Sex
"Contact with sharp object, undetermined intent (Y28)",1.0,2022,Female
"Contact with blunt object, undetermined intent (Y29)",1.0,2022,Female
"Falling, jumping or pushed from a high place, undetermined intent (Y30)",1.0,2022,Female
"Falling, lying or running before or into moving object, undetermined intent (Y31)",2.0,2022,Female
"Crashing of motor vehicle, undetermined intent (Y32)",3.0,2022,Female
"Other specified events, undetermined intent (Y33)",0.0,2022,Female
"Unspecified event, undetermined intent (Y34)",6.0,2022,Female
Legal intervention and operations of war (Y35-Y36),1.0,2022,Female
Legal intervention (Y35),1.0,2022,Female
Operations of war (Y36),0.0,2022,Female
Complications of medical and surgical care (Y40-Y84),2441.0,2022,Female
"Drugs, medicaments and biological substances causing adverse effects in therapeutic use (Y40-Y59)",779.0,2022,Female
Systemic antibiotics (Y40),8.0,2022,Female
Other systemic anti-infectives and antiparasitics (Y41),0.0,2022,Female
"Hormones and their synthetic substitutes and antagonists, not elsewhere classified (Y42)",17.0,2022,Female
Primarily systemic agents (Y43),234.0,2022,Female
Agents primarily affecting blood constituents (Y44),450.0,2022,Female
"Analgesics, antipyretics and anti-inflammatory drugs (Y45)",28.0,2022,Female
Antiepileptics and antiparkinsonism drugs (Y46),0.0,2022,Female
"Sedatives, hypnotics and antianxiety drugs (Y47)",1.0,2022,Female
Anaesthetics and therapeutic gases (Y48),5.0,2022,Female
"Psychotropic drugs, not elsewhere classified (Y49)",19.0,2022,Female
"Central nervous system stimulants, not elsewhere classified (Y50)",0.0,2022,Female
Drugs primarily affecting the autonomic nervous system (Y51),1.0,2022,Female
Agents primarily affecting the cardiovascular system (Y52),9.0,2022,Female
Agents primarily affecting the gastrointestinal system (Y53),2.0,2022,Female
Agents primarily affecting water-balance and mineral and uric acid metabolism (Y54),3.0,2022,Female
Agents primarily acting on smooth and skeletal muscles and the respiratory system (Y55),0.0,2022,Female
"Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs (Y56)",0.0,2022,Female
Other and unspecified drugs and medicaments (Y57),9.0,2022,Female
Bacterial vaccines (Y58),0.0,2022,Female
Other and unspecified vaccines and biological substances (Y59),0.0,2022,Female
Misadventures to patients during surgical and medical care (Y60-Y69),28.0,2022,Female
"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care (Y60)",19.0,2022,Female
Foreign object accidentally left in body during surgical and medical care (Y61),0.0,2022,Female
Failure of sterile precautions during surgical and medical care (Y62),0.0,2022,Female
Failure in dosage during surgical and medical care (Y63),1.0,2022,Female
Contaminated medical or biological substances (Y64),0.0,2022,Female
Other misadventures during surgical and medical care (Y65),8.0,2022,Female
Nonadministration of surgical and medical care (Y66),0.0,2022,Female
Unspecified misadventure during surgical and medical care (Y69),0.0,2022,Female
Medical devices associated with adverse incidents in diagnostic and therapeutic use (Y70-Y82),1.0,2022,Female
Anaesthesiology devices associated with adverse incidents (Y70),0.0,2022,Female
Cardiovascular devices associated with adverse incidents (Y71),0.0,2022,Female
Otorhinolaryngological devices associated with adverse incidents (Y72),1.0,2022,Female
Gastroenterology and urology devices associated with adverse incidents (Y73),0.0,2022,Female
General hospital and personal-use devices associated with adverse incidents (Y74),0.0,2022,Female
Neurological devices associated with adverse incidents (Y75),0.0,2022,Female
Obstetric and gynaecological devices associated with adverse incidents (Y76),0.0,2022,Female
Ophthalmic devices associated with adverse incidents (Y77),0.0,2022,Female
Radiological devices associated with adverse incidents (Y78),0.0,2022,Female
Orthopaedic devices associated with adverse incidents (Y79),0.0,2022,Female
Physical medicine devices associated with adverse incidents (Y80),0.0,2022,Female
General- and plastic-surgery devices associated with adverse incidents (Y81),0.0,2022,Female
Other and unspecified medical devices associated with adverse incidents (Y82),0.0,2022,Female
"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure (Y83-Y84)",1702.0,2022,Female
"Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure (Y83)",1509.0,2022,Female
"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure (Y84)",206.0,2022,Female
Sequelae and supplementary factors of external cause (Y85-Y98),436.0,2022,Female
Sequelae of external causes of morbidity and mortality (Y85-Y89),436.0,2022,Female
Sequelae of transport accidents (Y85),32.0,2022,Female
Sequelae of other accidents (Y86),155.0,2022,Female
"Sequelae of intentional self-harm, assault and events of undetermined intent (Y87)",4.0,2022,Female
Sequelae with surgical and medical care as external cause (Y88),251.0,2022,Female
Sequelae of other external causes (Y89),2.0,2022,Female
Supplementary factors related to causes of morbidity and mortality classified elsewhere (Y90-Y98),0.0,2022,Female
Evidence of alcohol involvement determined by blood alcohol level (Y90),0.0,2022,Female
Evidence of alcohol involvement determined by level of intoxication (Y91),0.0,2022,Female
Nosocomial condition (Y95),0.0,2022,Female
Work-related condition (Y96),0.0,2022,Female
Environmental-pollution-related condition (Y97),0.0,2022,Female
Lifestyle-related condition (Y98),0.0,2022,Female
COVID-19 (U07.1-U07.2),5694.0,2022,Female
Personal history of COVID-19 (U08),113.0,2022,Female
Post COVID-19 condition (U09),89.0,2022,Female
Multi-system inflammatory syndrome associated with COVID-19 (U10),2.0,2022,Female
Need for immunization against COVID-19 (U11),1.0,2022,Female
COVID-19 vaccines causing adverse effects in therapeutic use (U12),2.0,2022,Female
Intestinal infectious diseases  (A00-A09),911.0,2022,Total
Cholera (A00),0.0,2022,Total
Typhoid and paratyphoid fevers (A01),0.0,2022,Total
Other salmonella infections (A02),14.0,2022,Total
Shigellosis (A03),0.0,2022,Total
Other bacterial intestinal infections (A04),370.0,2022,Total
"Other bacterial foodborne intoxications, not elsewhere classified (A05)",2.0,2022,Total
Amoebiasis (A06),0.0,2022,Total
Other protozoal intestinal diseases (A07),3.0,2022,Total
Viral and other specified intestinal infections (A08),25.0,2022,Total
Other gastroenteritis and colitis of infectious and unspecified origin (A09),506.0,2022,Total
Tuberculosis  (A15-A19),102.0,2022,Total
"Respiratory tuberculosis, bacteriologically and histologically confirmed (A15)",1.0,2022,Total
"Respiratory tuberculosis, not confirmed bacteriologically or histologically (A16)",81.0,2022,Total
Tuberculosis of nervous system (A17),2.0,2022,Total
Tuberculosis of other organs (A18),11.0,2022,Total
Miliary tuberculosis (A19),7.0,2022,Total
Certain zoonotic bacterial diseases  (A20-A28),22.0,2022,Total
Plague (A20),0.0,2022,Total
Tularaemia (A21),0.0,2022,Total
Anthrax (A22),0.0,2022,Total
Brucellosis (A23),0.0,2022,Total
Glanders and melioidosis (A24),17.0,2022,Total
Rat-bite fevers (A25),0.0,2022,Total
Erysipeloid (A26),0.0,2022,Total
Leptospirosis (A27),0.0,2022,Total
"Other zoonotic bacterial diseases, not elsewhere classified (A28)",5.0,2022,Total
Other bacterial diseases  (A30-A49),15308.0,2022,Total
Leprosy [Hansen's disease] (A30),0.0,2022,Total
Infection due to other mycobacteria (A31),67.0,2022,Total
Listeriosis (A32),8.0,2022,Total
Tetanus neonatorum (A33),0.0,2022,Total
Obstetrical tetanus (A34),0.0,2022,Total
Other tetanus (A35),1.0,2022,Total
Diphtheria (A36),1.0,2022,Total
Whooping cough (A37),1.0,2022,Total
Scarlet fever (A38),0.0,2022,Total
Meningococcal infection (A39),7.0,2022,Total
Streptococcal sepsis (A40),160.0,2022,Total
Other sepsis (A41),13868.0,2022,Total
Actinomycosis (A42),1.0,2022,Total
Nocardiosis (A43),9.0,2022,Total
Bartonellosis (A44),0.0,2022,Total
Erysipelas (A46),0.0,2022,Total
"Other bacterial diseases, not elsewhere classified (A48)",28.0,2022,Total
Bacterial infection of unspecified site (A49),1313.0,2022,Total
Infections with a predominantly sexual mode of transmission  (A50-A64),12.0,2022,Total
Congenital syphilis (A50),0.0,2022,Total
Early syphilis (A51),0.0,2022,Total
Late syphilis (A52),5.0,2022,Total
Other and unspecified syphilis (A53),6.0,2022,Total
Gonococcal infection (A54),1.0,2022,Total
Chlamydial lymphogranuloma (venereum) (A55),0.0,2022,Total
Other sexually transmitted chlamydial diseases (A56),0.0,2022,Total
Chancroid (A57),0.0,2022,Total
Granuloma inguinale (A58),0.0,2022,Total
Trichomoniasis (A59),0.0,2022,Total
Anogenital herpesviral [herpes simplex] infection (A60),1.0,2022,Total
"Other predominantly sexually transmitted diseases, not elsewhere classified (A63)",0.0,2022,Total
Unspecified sexually transmitted disease (A64),0.0,2022,Total
Other spirochaetal diseases  (A65-A69),1.0,2022,Total
Nonvenereal syphilis (A65),0.0,2022,Total
Yaws (A66),0.0,2022,Total
Pinta [carate] (A67),0.0,2022,Total
Relapsing fevers (A68),0.0,2022,Total
Other spirochaetal infections (A69),1.0,2022,Total
Other diseases caused by chlamydiae  (A70-A74),0.0,2022,Total
Chlamydia psittaci infection (A70),0.0,2022,Total
Trachoma (A71),0.0,2022,Total
Other diseases caused by chlamydiae (A74),0.0,2022,Total
Rickettsioses  (A75-A79),2.0,2022,Total
Typhus fever (A75),0.0,2022,Total
Spotted fever [tick-borne rickettsioses] (A77),0.0,2022,Total
Q fever (A78),2.0,2022,Total
Other rickettsioses (A79),0.0,2022,Total
Viral infections of the central nervous system  (A80-A89),89.0,2022,Total
Acute poliomyelitis (A80),0.0,2022,Total
Slow virus infections of central nervous system (A81),68.0,2022,Total
Rabies (A82),0.0,2022,Total
Mosquito-borne viral encephalitis (A83),3.0,2022,Total
Tick-borne viral encephalitis (A84),0.0,2022,Total
"Other viral encephalitis, not elsewhere classified (A85)",2.0,2022,Total
Unspecified viral encephalitis (A86),15.0,2022,Total
Viral meningitis (A87),1.0,2022,Total
"Other viral infections of central nervous system, not elsewhere classified (A88)",0.0,2022,Total
Unspecified viral infection of central nervous system (A89),0.0,2022,Total
Arthropod-borne viral fevers and viral haemorrhagic fevers (A90-A99),0.0,2022,Total
Dengue fever [classical dengue] (A90),0.0,2022,Total
Dengue haemorrhagic fever (A91),0.0,2022,Total
Other mosquito-borne viral fevers (A92),0.0,2022,Total
"Other arthropod-borne viral fevers, not elsewhere classified (A93)",0.0,2022,Total
Unspecified arthropod-borne viral fever (A94),0.0,2022,Total
Yellow fever (A95),0.0,2022,Total
Arenaviral haemorrhagic fever (A96),0.0,2022,Total
Dengue (A97),0.0,2022,Total
"Other viral haemorrhagic fevers, not elsewhere classified (A98)",0.0,2022,Total
Unspecified viral haemorrhagic fever (A99),0.0,2022,Total
Viral infections characterized by skin and mucous membrane lesions (B00-B09),243.0,2022,Total
Herpesviral [herpes simplex] infections (B00),56.0,2022,Total
Varicella [chickenpox] (B01),20.0,2022,Total
Zoster [herpes zoster] (B02),167.0,2022,Total
Smallpox (B03),0.0,2022,Total
Monkeypox (B04),0.0,2022,Total
Measles (B05),1.0,2022,Total
Rubella [German measles] (B06),1.0,2022,Total
Viral warts (B07),0.0,2022,Total
"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified (B08)",1.0,2022,Total
Unspecified viral infection characterized by skin and mucous membrane lesions (B09),0.0,2022,Total
Viral hepatitis  (B15-B19),864.0,2022,Total
Acute hepatitis A (B15),2.0,2022,Total
Acute hepatitis B (B16),90.0,2022,Total
Other acute viral hepatitis (B17),13.0,2022,Total
Chronic viral hepatitis (B18),781.0,2022,Total
Unspecified viral hepatitis (B19),1.0,2022,Total
Human immunodeficiency virus [HIV] disease  (B20-B24),142.0,2022,Total
Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases (B20),10.0,2022,Total
Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms (B21),1.0,2022,Total
Human immunodeficiency virus [HIV] disease resulting in other specified diseases (B22),5.0,2022,Total
Human immunodeficiency virus [HIV] disease resulting in other conditions (B23),7.0,2022,Total
Unspecified human immunodeficiency virus [HIV] disease (B24),142.0,2022,Total
Other viral diseases  (B25-B34),302.0,2022,Total
Cytomegaloviral disease (B25),66.0,2022,Total
Mumps (B26),4.0,2022,Total
Infectious mononucleosis (B27),15.0,2022,Total
Viral conjunctivitis (B30),0.0,2022,Total
"Other viral diseases, not elsewhere classified (B33)",11.0,2022,Total
Viral infection of unspecified site (B34),209.0,2022,Total
Mycoses  (B35-B49),496.0,2022,Total
Dermatophytosis (B35),1.0,2022,Total
Other superficial mycoses (B36),1.0,2022,Total
Candidiasis (B37),94.0,2022,Total
Coccidioidomycosis (B38),0.0,2022,Total
Histoplasmosis (B39),1.0,2022,Total
Blastomycosis (B40),0.0,2022,Total
Paracoccidioidomycosis (B41),0.0,2022,Total
Sporotrichosis (B42),0.0,2022,Total
Chromomycosis and phaeomycotic abscess (B43),0.0,2022,Total
Aspergillosis (B44),111.0,2022,Total
Cryptococcosis (B45),33.0,2022,Total
Zygomycosis (B46),7.0,2022,Total
Mycetoma (B47),5.0,2022,Total
"Other mycoses, not elsewhere classified (B48)",134.0,2022,Total
Unspecified mycosis (B49),115.0,2022,Total
Protozoal diseases  (B50-B64),3.0,2022,Total
Plasmodium falciparum malaria (B50),0.0,2022,Total
Plasmodium vivax malaria (B51),0.0,2022,Total
Plasmodium malariae malaria (B52),0.0,2022,Total
Other parasitologically confirmed malaria (B53),0.0,2022,Total
Unspecified malaria (B54),0.0,2022,Total
Leishmaniasis (B55),0.0,2022,Total
African trypanosomiasis (B56),0.0,2022,Total
Chagas' disease (B57),0.0,2022,Total
Toxoplasmosis (B58),2.0,2022,Total
Pneumocystosis (B59),0.0,2022,Total
"Other protozoal diseases, not elsewhere classified (B60)",1.0,2022,Total
Unspecified protozoal disease (B64),0.0,2022,Total
Helminthiases  (B65-B83),5.0,2022,Total
Schistosomiasis [bilharziasis] (B65),1.0,2022,Total
Other fluke infections (B66),0.0,2022,Total
Echinococcosis (B67),2.0,2022,Total
Taeniasis (B68),0.0,2022,Total
Cysticercosis (B69),0.0,2022,Total
Diphyllobothriasis and sparganosis (B70),0.0,2022,Total
Other cestode infections (B71),0.0,2022,Total
Dracunculiasis (B72),0.0,2022,Total
Onchocerciasis (B73),0.0,2022,Total
Filariasis (B74),0.0,2022,Total
Trichinellosis (B75),0.0,2022,Total
Hookworm diseases (B76),0.0,2022,Total
Ascariasis (B77),0.0,2022,Total
Strongyloidiasis (B78),2.0,2022,Total
Trichuriasis (B79),0.0,2022,Total
Enterobiasis (B80),0.0,2022,Total
"Other intestinal helminthiases, not elsewhere classified (B81)",0.0,2022,Total
Unspecified intestinal parasitism (B82),0.0,2022,Total
Other helminthiases (B83),0.0,2022,Total
"Pediculosis, acariasis and other infestations  (B85-B89)",9.0,2022,Total
Pediculosis and phthiriasis (B85),1.0,2022,Total
Scabies (B86),8.0,2022,Total
Myiasis (B87),0.0,2022,Total
Other infestations (B88),0.0,2022,Total
Unspecified parasitic disease (B89),0.0,2022,Total
Sequelae of infectious and parasitic diseases  (B90-B94),150.0,2022,Total
Sequelae of tuberculosis (B90),28.0,2022,Total
Sequelae of poliomyelitis (B91),76.0,2022,Total
Sequelae of leprosy (B92),1.0,2022,Total
Sequelae of other and unspecified infectious and parasitic diseases (B94),45.0,2022,Total
"Bacterial,viral and other infectious agents (B95-B98)",256.0,2022,Total
Other infectious diseases  (B99),352.0,2022,Total
Other and unspecified infectious diseases (B99),352.0,2022,Total
Malignant neoplasms  (C00-C97),59579.0,2022,Total
"Malignant neoplasms of lip, oral cavity and pharynx  (C00-C14)",1296.0,2022,Total
Malignant neoplasm of lip (C00),20.0,2022,Total
Malignant neoplasm of base of tongue (C01),71.0,2022,Total
Malignant neoplasm of other and unspecified parts of tongue (C02),253.0,2022,Total
Malignant neoplasm of gum (C03),70.0,2022,Total
Malignant neoplasm of floor of mouth (C04),31.0,2022,Total
Malignant neoplasm of palate (C05),27.0,2022,Total
Malignant neoplasm of other and unspecified parts of mouth (C06),143.0,2022,Total
Malignant neoplasm of parotid gland (C07),132.0,2022,Total
Malignant neoplasm of other and unspecified major salivary glands (C08),33.0,2022,Total
Malignant neoplasm of tonsil (C09),113.0,2022,Total
Malignant neoplasm of oropharynx (C10),149.0,2022,Total
Malignant neoplasm of nasopharynx (C11),99.0,2022,Total
Malignant neoplasm of pyriform sinus (C12),17.0,2022,Total
Malignant neoplasm of hypopharynx (C13),70.0,2022,Total
"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx (C14)",103.0,2022,Total
Malignant neoplasms of digestive organs  (C15-C26),16655.0,2022,Total
Malignant neoplasm of oesophagus (C15),1550.0,2022,Total
Malignant neoplasm of stomach (C16),1257.0,2022,Total
Malignant neoplasm of small intestine (C17),198.0,2022,Total
Malignant neoplasm of colon (C18),1910.0,2022,Total
Malignant neoplasm of rectosigmoid junction (C19),2400.0,2022,Total
Malignant neoplasm of rectum (C20),863.0,2022,Total
Malignant neoplasm of anus and anal canal (C21),162.0,2022,Total
Malignant neoplasm of liver and intrahepatic bile ducts (C22),2621.0,2022,Total
Malignant neoplasm of gallbladder (C23),192.0,2022,Total
Malignant neoplasm of other and unspecified parts of biliary tract (C24),170.0,2022,Total
Malignant neoplasm of pancreas (C25),3878.0,2022,Total
Malignant neoplasm of other and ill-defined digestive organs (C26),1640.0,2022,Total
Malignant neoplasms of respiratory and intrathoracic organs  (C30-C39),10733.0,2022,Total
Malignant neoplasm of nasal cavity and middle ear (C30),12.0,2022,Total
Malignant neoplasm of accessory sinuses (C31),43.0,2022,Total
Malignant neoplasm of larynx (C32),297.0,2022,Total
Malignant neoplasm of trachea (C33),6.0,2022,Total
Malignant neoplasm of bronchus and lung (C34),10329.0,2022,Total
Malignant neoplasm of thymus (C37),31.0,2022,Total
"Malignant neoplasm of heart, mediastinum and pleura (C38)",23.0,2022,Total
Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs (C39),1.0,2022,Total
Malignant neoplasms of bone and articular cartilage  (C40-C41),106.0,2022,Total
Malignant neoplasm of bone and articular cartilage of limbs (C40),7.0,2022,Total
Malignant neoplasm of bone and articular cartilage of other and unspecified sites (C41),100.0,2022,Total
Melanoma and other malignant neoplasms of skin  (C43-C44),3110.0,2022,Total
Malignant melanoma of skin (C43),1887.0,2022,Total
Other malignant neoplasms of skin (C44),1242.0,2022,Total
Malignant neoplasms of mesothelial and soft tissue  (C45-C49),1273.0,2022,Total
Mesothelioma (C45),732.0,2022,Total
Kaposi sarcoma (C46),7.0,2022,Total
Malignant neoplasm of peripheral nerves and autonomic nervous system (C47),14.0,2022,Total
Malignant neoplasm of retroperitoneum and peritoneum (C48),91.0,2022,Total
Malignant neoplasm of other connective and soft tissue (C49),429.0,2022,Total
Malignant neoplasm of breast  (C50-C50),4439.0,2022,Total
Malignant neoplasm of breast (C50),4439.0,2022,Total
Malignant neoplasms of female genital organs  (C51-C58),2447.0,2022,Total
Malignant neoplasm of vulva (C51),123.0,2022,Total
Malignant neoplasm of vagina (C52),39.0,2022,Total
Malignant neoplasm of cervix uteri (C53),314.0,2022,Total
Malignant neoplasm of corpus uteri (C54),525.0,2022,Total
"Malignant neoplasm of uterus, part unspecified (C55)",241.0,2022,Total
Malignant neoplasm of ovary (C56),1123.0,2022,Total
Malignant neoplasm of other and unspecified female genital organs (C57),107.0,2022,Total
Malignant neoplasm of placenta (C58),0.0,2022,Total
Malignant neoplasms of male genital organs  (C60-C63),6127.0,2022,Total
Malignant neoplasm of penis (C60),37.0,2022,Total
Malignant neoplasm of prostate (C61),6031.0,2022,Total
Malignant neoplasm of testis (C62),56.0,2022,Total
Malignant neoplasm of other and unspecified male genital organs (C63),8.0,2022,Total
Malignant neoplasms of urinary tract  (C64-C68),3854.0,2022,Total
"Malignant neoplasm of kidney, except renal pelvis (C64)",1396.0,2022,Total
Malignant neoplasm of renal pelvis (C65),11.0,2022,Total
Malignant neoplasm of ureter (C66),52.0,2022,Total
Malignant neoplasm of bladder (C67),1745.0,2022,Total
Malignant neoplasm of other and unspecified urinary organs (C68),676.0,2022,Total
"Malignant neoplasms of eye, brain and other parts of central nervous system (C69-C72)",1737.0,2022,Total
Malignant neoplasm of eye and adnexa (C69),61.0,2022,Total
Malignant neoplasm of meninges (C70),15.0,2022,Total
Malignant neoplasm of brain (C71),1645.0,2022,Total
"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system (C72)",17.0,2022,Total
Malignant neoplasms of thyroid and other endocrine glands  (C73-C75),303.0,2022,Total
Malignant neoplasm of thyroid gland (C73),233.0,2022,Total
Malignant neoplasm of adrenal gland (C74),56.0,2022,Total
Malignant neoplasm of other endocrine glands and related structures (C75),15.0,2022,Total
"Malignant neoplasms of ill-defined, secondary and unspecified sites (C76-C80)",9474.0,2022,Total
Malignant neoplasm of other and ill-defined sites (C76),218.0,2022,Total
Secondary and unspecified malignant neoplasm of lymph nodes (C77),258.0,2022,Total
Secondary malignant neoplasm of respiratory and digestive organs (C78),3334.0,2022,Total
Secondary malignant neoplasm of other and unspecified sites (C79),5197.0,2022,Total
"Malignant neoplasm, without specification of site (C80)",3263.0,2022,Total
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue (C81-C96)",7014.0,2022,Total
Hodgkin lymphoma (C81),112.0,2022,Total
Follicular lymphoma (C82),171.0,2022,Total
Non-follicular lymphoma (C83),895.0,2022,Total
Mature T/NK-cell lymphomas (C84),149.0,2022,Total
Other and unspecified types of non-Hodgkin lymphoma (C85),1377.0,2022,Total
Other specified types of T/NK-cell lymphoma (C86),32.0,2022,Total
Malignant immunoproliferative diseases (C88),107.0,2022,Total
Multiple myeloma and malignant plasma cell neoplasms (C90),1461.0,2022,Total
Lymphoid leukaemia (C91),1006.0,2022,Total
Myeloid leukaemia (C92),1518.0,2022,Total
Monocytic leukaemia (C93),182.0,2022,Total
Other leukaemias of specified cell type (C94),24.0,2022,Total
Leukaemia of unspecified cell type (C95),190.0,2022,Total
"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue (C96)",55.0,2022,Total
Malignant neoplasms of independent (primary) multiple sites  (C97-C97),0.0,2022,Total
Malignant neoplasms of independent (primary) multiple sites (C97),0.0,2022,Total
Other Neoplasms (D00-D48),2940.0,2022,Total
In situ neoplasms (D00-D09),13.0,2022,Total
"Carcinoma in situ of oral cavity, oesophagus and stomach (D00)",1.0,2022,Total
Carcinoma in situ of other and unspecified digestive organs (D01),3.0,2022,Total
Carcinoma in situ of middle ear and respiratory system (D02),1.0,2022,Total
Melanoma in situ (D03),1.0,2022,Total
Carcinoma in situ of skin (D04),4.0,2022,Total
Carcinoma in situ of breast (D05),2.0,2022,Total
Carcinoma in situ of cervix uteri (D06),0.0,2022,Total
Carcinoma in situ of other and unspecified genital organs (D07),0.0,2022,Total
Carcinoma in situ of other and unspecified sites (D09),1.0,2022,Total
Benign neoplasms (D10-D36),401.0,2022,Total
Benign neoplasm of mouth and pharynx (D10),0.0,2022,Total
Benign neoplasm of major salivary glands (D11),0.0,2022,Total
"Benign neoplasm of colon, rectum, anus and anal canal (D12)",20.0,2022,Total
Benign neoplasm of other and ill-defined parts of digestive system (D13),7.0,2022,Total
Benign neoplasm of middle ear and respiratory system (D14),3.0,2022,Total
Benign neoplasm of other and unspecified intrathoracic organs (D15),25.0,2022,Total
Benign neoplasm of bone and articular cartilage (D16),3.0,2022,Total
Benign lipomatous neoplasm (D17),4.0,2022,Total
"Haemangioma and lymphangioma, any site (D18)",21.0,2022,Total
Benign neoplasm of mesothelial tissue (D19),0.0,2022,Total
Benign neoplasm of soft tissue of retroperitoneum and peritoneum (D20),0.0,2022,Total
Other benign neoplasms of connective and other soft tissue (D21),1.0,2022,Total
Melanocytic naevi (D22),1.0,2022,Total
Other benign neoplasms of skin (D23),3.0,2022,Total
Benign neoplasm of breast (D24),0.0,2022,Total
Leiomyoma of uterus (D25),5.0,2022,Total
Other benign neoplasms of uterus (D26),0.0,2022,Total
Benign neoplasm of ovary (D27),4.0,2022,Total
Benign neoplasm of other and unspecified female genital organs (D28),1.0,2022,Total
Benign neoplasm of male genital organs (D29),2.0,2022,Total
Benign neoplasm of urinary organs (D30),2.0,2022,Total
Benign neoplasm of eye and adnexa (D31),0.0,2022,Total
Benign neoplasm of meninges (D32),205.0,2022,Total
Benign neoplasm of brain and other parts of central nervous system (D33),27.0,2022,Total
Benign neoplasm of thyroid gland (D34),1.0,2022,Total
Benign neoplasm of other and unspecified endocrine glands (D35),58.0,2022,Total
Benign neoplasm of other and unspecified sites (D36),8.0,2022,Total
Neoplasms of uncertain or unknown behaviour (D37-D48),2539.0,2022,Total
Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs (D37),181.0,2022,Total
Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs (D38),37.0,2022,Total
Neoplasm of uncertain or unknown behaviour of female genital organs (D39),14.0,2022,Total
Neoplasm of uncertain or unknown behaviour of male genital organs (D40),1.0,2022,Total
Neoplasm of uncertain or unknown behaviour of urinary organs (D41),55.0,2022,Total
Neoplasm of uncertain or unknown behaviour of meninges (D42),5.0,2022,Total
Neoplasm of uncertain or unknown behaviour of brain and central nervous system (D43),166.0,2022,Total
Neoplasm of uncertain or unknown behaviour of endocrine glands (D44),44.0,2022,Total
Polycythaemia vera (D45),87.0,2022,Total
Myelodysplastic syndromes (D46),1174.0,2022,Total
"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue (D47)",718.0,2022,Total
Neoplasm of uncertain or unknown behaviour of other and unspecified sites (D48),105.0,2022,Total
Nutritional anaemias (D50-D53),421.0,2022,Total
Iron deficiency anaemia (D50),360.0,2022,Total
Vitamin B12 deficiency anaemia (D51),29.0,2022,Total
Folate deficiency anaemia (D52),26.0,2022,Total
Other nutritional anaemias (D53),7.0,2022,Total
Haemolytic anaemias (D55-D59),184.0,2022,Total
Anaemia due to enzyme disorders (D55),3.0,2022,Total
Thalassaemia (D56),39.0,2022,Total
Sickle-cell disorders (D57),4.0,2022,Total
Other hereditary haemolytic anaemias (D58),43.0,2022,Total
Acquired haemolytic anaemia (D59),99.0,2022,Total
Aplastic and other anaemias (D60-D64),2336.0,2022,Total
Acquired pure red cell aplasia [erythroblastopenia] (D60),10.0,2022,Total
Other aplastic anaemias (D61),341.0,2022,Total
Acute posthaemorrhagic anaemia (D62),3.0,2022,Total
Other anaemias (D64),2005.0,2022,Total
"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",856.0,2022,Total
Disseminated intravascular coagulation [defibrination syndrome] (D65),141.0,2022,Total
Hereditary factor VIII deficiency (D66),15.0,2022,Total
Hereditary factor IX deficiency (D67),1.0,2022,Total
Other coagulation defects (D68),289.0,2022,Total
Purpura and other haemorrhagic conditions (D69),416.0,2022,Total
Other diseases of blood and blood-forming organs (D70-D77),683.0,2022,Total
Agranulocytosis (D70),360.0,2022,Total
Functional disorders of polymorphonuclear neutrophils (D71),0.0,2022,Total
Other disorders of white blood cells (D72),50.0,2022,Total
Diseases of spleen (D73),103.0,2022,Total
Methaemoglobinaemia (D74),8.0,2022,Total
Other diseases of blood and blood-forming organs (D75),107.0,2022,Total
Other specified diseases with participation of lymphoreticular tissue and reticulohistiocytic tissue (D76),61.0,2022,Total
Certain disorders involving the immune mechanism (D80-D89),535.0,2022,Total
Immunodeficiency with predominantly antibody defects (D80),32.0,2022,Total
Combined immunodeficiencies (D81),4.0,2022,Total
Immunodeficiency associated with other major defects (D82),7.0,2022,Total
Common variable immunodeficiency (D83),7.0,2022,Total
Other immunodeficiencies (D84),248.0,2022,Total
Sarcoidosis (D86),156.0,2022,Total
"Other disorders involving the immune mechanism, not elsewhere classified (D89)",84.0,2022,Total
Disorders of thyroid gland (E00-E07),1927.0,2022,Total
Congenital iodine-deficiency syndrome (E00),0.0,2022,Total
Iodine-deficiency-related thyroid disorders and allied conditions (E01),0.0,2022,Total
Subclinical iodine-deficiency hypothyroidism (E02),0.0,2022,Total
Other hypothyroidism (E03),1483.0,2022,Total
